exercise_name,primary muscle group,secondary muscle group,tertiary muscle group,force,equipment,mechanic,difficulty,advanced_isolated_muscles
Kettlebell Single Arm Front Rack Step Up,Glutes; Quads,Abdominals,,Push,Kettlebells,Compound,Advanced,
Kettlebell Front Rack Step Up,Glutes; Quads,Abdominals,,Push,Kettlebells,Compound,Advanced,
Kettlebell Single Arm Step Up Balance,Glutes; Quads,,,Push,Kettlebells,Compound,Intermediate,
Kettlebell Windmill Bottom Hand,Obliques,Abdominals,,Push,Kettlebells,Isolation,Intermediate,Obliques
Kettlebell Farmers March,Forearms,,,Hold,Kettlebells,Isolation,Intermediate,
Kettlebell Single Arm Farmers March,Forearms,,,Pull,Kettlebells,Compound,Beginner,
Kettlebell Walking Farmers March,Forearms,,,Pull,Kettlebells,Compound,Beginner,
Kettlebell Single Arm Calf Raise,Calves,,,Push,Kettlebells,Isolation,Novice,
Kettlebell Goblet Calf Raise,Calves; Gastrocnemius,,,Push,Kettlebells,Isolation,Novice,Gastrocnemius
Kettlebell Single Leg Single Arm Calf Raise,Calves,,,Push,Kettlebells,Isolation,Beginner,
Kettlebell Single Arm Reverse Curl,Biceps; Forearms; Wrist Extensors,,,Pull,Kettlebells,Isolation,Beginner,Wrist Extensors
Kettlebell Upright Row Single,Lateral Deltoid; Traps; Front Shoulders,,,Pull,Kettlebells,Compound,Beginner,Lateral Deltoid
Kettlebell Single Arm Row On Bench,Lats,Biceps,Forearms,Pull,Kettlebells,Compound,Novice,
Kettlebell Seated Calf Raise Double,Calves,,,Push,Kettlebells,Isolation,Novice,
Kettlebell Bench Wrist Extension,Forearms,,,Pull,Kettlebells,Isolation,Novice,
Kettlebell Bench Wrist Curl,Forearms,,,Pull,Kettlebells,Isolation,Novice,
Kettlebell Floor Press,Triceps,Chest,,Push,Kettlebells,Compound,Novice,Chest
Kettlebell Single Arm Floor Press,Triceps,Chest,,Push,Kettlebells,Compound,Novice,Chest
Kettlebell Overhead Tricep Extension,Triceps,,,Push,Kettlebells,Isolation,Intermediate,
Kettlebell Bottoms Up Single Arm Overhead Press,Shoulders; Lateral Deltoid; Anterior Deltoid; Front Shoulders,Triceps,,Push,Kettlebells,Compound,Advanced,Lateral Deltoid; Anterior Deltoid
Kettlebell Bottoms Up Overhead Press,Shoulders; Lateral Deltoid; Anterior Deltoid; Front Shoulders,Triceps,,Push,Kettlebells,Compound,Advanced,Lateral Deltoid; Anterior Deltoid
Dumbbell Floor Press,Triceps,Chest,,Push,Dumbbells,Compound,Beginner,Chest
Bodyweight Box Assisted Dips,Triceps,Chest,,Push,Bodyweight,Compound,Novice,Chest
Barbell Wrist Extension,Forearms,,,Pull,Barbell,Isolation,Novice,
Dumbbell Seated Rear Delt Row,Shoulders; Posterior Deltoid; Rear Shoulders,Traps (mid-back),,Pull,Dumbbells,Compound,Beginner,Posterior Deltoid; Traps (mid-back)
Dumbbell Internally Rotated Rear Delt Fly,Posterior Deltoid; Rear Shoulders,Traps (mid-back),,Pull,Dumbbells,Isolation,Beginner,Posterior Deltoid; Traps (mid-back)
Dumbbell Goblet Side Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Beginner,
Dumbbell Side Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Beginner,
Dumbbell Goblet Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Novice,
Dumbbell Single Arm Front Rack Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Front Rack Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Single Arm Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Step Up,Glutes; Quads,,,Push,Dumbbells,Compound,Beginner,
Machine Seated Leg Curl,Hamstrings; Medial Hamstrings,,,Pull,Machine,Isolation,Novice,Medial Hamstrings
Treadmill Jog,,,,Push,Cardio,Compound,Novice,
Treadmill Sprint,,Calves; Glutes; Hamstrings; Quads,,Push,Cardio,Compound,Beginner,
Treadmill Walk,,,,Push,Cardio,Compound,Novice,
Hamstring Stretch Supine Glide,Hamstrings,,,Push,Recovery,Isolation,Beginner,
Hamstring Stretch Supine Dynamic Band,Hamstrings,,,Push,Recovery,Isolation,Beginner,
Gastrocnemius Stretch Push Up Position,Calves; Gastrocnemius,,,Hold,Recovery,Isolation,Beginner,Gastrocnemius
Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,Lats; Shoulders; Anterior Deltoid; Posterior Deltoid; Front Shoulders; Rear Shoulders,,,Hold,Recovery,Isolation,Beginner,Anterior Deltoid; Posterior Deltoid
Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,Lats; Shoulders; Anterior Deltoid; Posterior Deltoid; Front Shoulders; Rear Shoulders,,,Hold,Recovery,Isolation,Beginner,Anterior Deltoid; Posterior Deltoid
Dumbbell Single Arm Bench Wrist Curl,Forearms; Wrist Flexors,,,Pull,Dumbbells,Isolation,Beginner,Wrist Flexors
Core Stability Regression Crosslateral Limb Raise Push Up Position,Abdominals; Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Recovery,Compound,Advanced,Anterior Deltoid
Kneeling Quad Stretch,Quads,,,Hold,Recovery,Isolation,Beginner,
Glute Hip Rotator Stretch 3 Seated,Glutes,,,Hold,Recovery,Compound,Beginner,
Towel Knee Extension,Quads,,,Push,Recovery,Isolation,Beginner,
Crosslateral Core Stabilisation Unilateral Load Kettlebell,Forearms; Obliques,,,Hold,Recovery,Compound,Intermediate,Obliques
Seated Doming,Feet,,,Pull,Recovery,Isolation,Novice,
Kettlebell Kneel To Stand Shoulder Flexion Bent Elbow Hold,,,,Hold,Recovery,Isolation,Intermediate,
Bench Lift Off Active,Lower Abdominals; Lower Traps,,,Push,Recovery,Compound,Intermediate,Lower Abdominals; Lower Traps
Side Shoulder Girdle Stability Circles,,,,Push,Recovery,Isolation,Novice,
Shoulder Girdle Stability Circles,,,,Push,Recovery,Isolation,Novice,
Calf Stretch On Box Bilateral,Calves,,,Hold,Recovery,Isolation,Beginner,
Calf Raise Isometric Unilateral,Calves,,,Hold,Recovery,Isolation,Beginner,
Ys,Rear Shoulders,,,Pull,Recovery,Isolation,Beginner,
Dumbbell Wrist Supinations Pronations,Forearms,,,Push,Dumbbells,Isolation,Beginner,
Seated Wrist Flexor Stretch,Forearms; Wrist Flexors,,,Hold,Recovery,Isolation,Beginner,Wrist Flexors
Seated Wrist Extensor Stretch,Forearms; Wrist Extensors,,,Pull,Recovery,Isolation,Beginner,Wrist Extensors
Wrist Extensor Mobilisation,Forearms; Wrist Extensors,,,Hold,Recovery,Compound,Beginner,Wrist Extensors
Wrist Extensor Kneeling Hold,Forearms; Wrist Extensors,,,Hold,Recovery,Isolation,Beginner,Wrist Extensors
Bosu Ball Single Leg Squat,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Seated Upper Trap And Suprispinatus Stretch,Traps,,,Hold,Recovery,Isolation,Novice,
Seated Ulnar Nerve Tensioner,Biceps,,,Pull,Recovery,Isolation,Novice,
Seated Ulnar Nerve Slider,Biceps,,,Pull,Recovery,Isolation,Novice,
Ulnar Deviations,Forearms,,,Pull,Recovery,Isolation,Novice,
Thoracic Flexion And Extensions,Traps,,,Pull,Recovery,Isolation,Novice,
Shoulder Flexion Thoracic Extensions,Traps,,,Pull,Recovery,Isolation,Novice,
Thoracic Extensions Foam Roller,Traps,,,Pull,Recovery,Isolation,Novice,
Laying Ts,Traps (mid-back); Rear Shoulders,,,Pull,Recovery,Isolation,Novice,Traps (mid-back)
Alternating Swipe Around,Lower back; Lats; Shoulders,,,Pull,Recovery,Compound,Beginner,
Swipe Around,Lower back; Lats; Shoulders,,,Pull,Recovery,Compound,Beginner,
Bodyweight Step Up Knee Drive,Glutes; Quads,,,Push,Bodyweight,Compound,Intermediate,
Single Leg Eccentric Box Squat,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Single Leg Concentric Squat,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Soleus Stretch,Calves; Soleus,,,Hold,Recovery,Isolation,Beginner,Soleus
Skydiver,Lower back,,,Hold,Recovery,Isolation,Beginner,
Skater Squat,Glutes; Quads,,,Push,Recovery,Compound,Intermediate,
Box Supported Single Leg Deadlift,Glutes; Hamstrings,Lower back,,Pull,Recovery,Compound,Advanced,
Banded Side Walks,Glutes; Gluteus Medius,,,Push,Band,Isolation,Beginner,Gluteus Medius
Side Step On And Off Box,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Kettlebell Walking Shoulder Flexion Bent Elbow Hold,,,,Hold,Recovery,Isolation,Beginner,
Kettlebell Shoulder Flexion Bent Elbow Hold,,,,Hold,Recovery,Isolation,Beginner,
Shoulder Flexion Wall Stretch,,,,Hold,Recovery,Isolation,Novice,
Standing Shoulder Flexion Mobility,,,,Pull,Recovery,Isolation,Novice,
Dumbbell Pullover Eccentrics,Lats,,,Pull,Recovery,Isolation,Novice,
Shoulder External Internal Rotation,,,,Push,Recovery,Isolation,Novice,
Shoulder External Rotation Deceleration,,,,Hold,Recovery,Isolation,Beginner,
Band Shoulder Y Raise,Front Shoulders,,,Pull,Recovery,Isolation,Novice,
Pushup Position Shoulder Clock,,,,Pull,Recovery,Isolation,Beginner,
Shoulder Abduction Stretch,,,,Hold,Recovery,Isolation,Novice,
Standing Shoulder Abduction,,,,Push,Recovery,Isolation,Novice,
Seated Shoulder Abduction,,,,Pull,Recovery,Isolation,Novice,
Dumbbell Service Exercise,Biceps; Front Shoulders,,,Pull,Recovery,Compound,Beginner,
Serratus Activation Cross Punch,Chest,,,Push,Recovery,Isolation,Novice,Chest
Bosu Serratus Activation Active Plank,Abdominals; Chest,,,Hold,Recovery,Isolation,Novice,Chest
Serratus Activation Active Plank,Abdominals; Chest,,,Hold,Recovery,Isolation,Novice,Chest
Bosu Serratus Activation Plank,Chest,,,Hold,Recovery,Isolation,Novice,Chest
Serratus Activation Plank,Chest,,,Hold,Recovery,Isolation,Novice,Chest
Scapular Retraction,Traps (mid-back),,,Pull,Recovery,Isolation,Novice,Traps (mid-back)
Scapular Protraction,,,,Pull,Recovery,Isolation,Novice,
Scapular Elevation,Upper Traps,,,Pull,Recovery,Isolation,Novice,Upper Traps
Scapular Depression,Lower Traps,,,Pull,Recovery,Isolation,Novice,Lower Traps
Side Lying External Rotator Cuff Stretch,,,,Hold,Recovery,Isolation,Novice,
Rotator Cuff External Rotations 3,,,,Pull,Recovery,Isolation,Novice,
Rotator Cuff External Rotations 2,,,,Pull,Recovery,Isolation,Novice,
Rotator Cuff External Rotations 1,,,,Pull,Recovery,Isolation,Novice,
Seated Radial Nerve Tensioner,Neck,,,Pull,Recovery,Isolation,Novice,
Seated Radial Nerve Slider,Neck,,,Pull,Recovery,Isolation,Novice,
Resisted Radial Deviation,,,,Pull,Recovery,Isolation,Novice,
Seated Quad Stretch,Quads,,,Hold,Recovery,Isolation,Beginner,
Band Floor Quad Stretch,Quads,,,Hold,Recovery,Isolation,Beginner,
Foam Roller Quad Mobilisation,Quads,,,Hold,Recovery,Isolation,Beginner,
QL Mobilisation Floor Foam Roller,Lower back,,,Hold,Recovery,Isolation,Beginner,
Prayer Stretch 2 Roller,Lower back; Glutes; Lats,,,Hold,Recovery,Compound,Beginner,
Seated Hip Flexion Hold,Quads; Rectus Femoris,,,Pull,Recovery,Isolation,Beginner,Rectus Femoris
Band Glute Kickback Hold,Glutes,,,Hold,Recovery,Isolation,Beginner,
Hip Extension Into Side Flexion,Glutes,,,Push,Recovery,Isolation,Beginner,
Prayer Stretch 1,Lower back; Glutes; Lats,,,Hold,Recovery,Compound,Beginner,
Prayer Stretch Side Bend,Obliques,,,Hold,Recovery,Compound,Beginner,Obliques
Prone Single Leg Hip Extension Hold,Glutes,,,Hold,Recovery,Isolation,Beginner,
Hip Extension External Rotation Pulses 4Pt Position,Glutes,,,Hold,Recovery,Isolation,Beginner,
Hip Extension External Rotation 4Pt Position,Glutes,,,Hold,Recovery,Isolation,Beginner,
Rotator Cuff Mobilisation Lacrosse Ball,,,,Hold,Recovery,Isolation,Novice,
Hip Extension 4Pt Position Hold,Glutes,,,Hold,Recovery,Isolation,Beginner,
Hamstring Stretch Supine Static,Hamstrings,,,Push,Recovery,Isolation,Beginner,
Hamstring Stretch Static Standing Single Leg,Hamstrings,,,Hold,Recovery,Isolation,Beginner,
Seated Plantar Flexions,Calves,,,Push,Recovery,Isolation,Beginner,
Hamstring Stretch Seated Single Leg Isometric,Hamstrings,,,Hold,Recovery,Isolation,Beginner,
Plank Saw,Abdominals,,,Hold,Bodyweight,Isolation,Beginner,
Hamstring Stretch Seated Single Leg,Hamstrings,,,Hold,Recovery,Isolation,Beginner,
Hamstring Stretch Dynamic Supine Alternating,Hamstrings,,,Pull,Recovery,Isolation,Beginner,
Hamstring Stretch Dynamic Standing Bilateral,Hamstrings,,,Hold,Recovery,Isolation,Beginner,
Hamstring Mobilisation Seated Lacrosse Ball,Hamstrings,,,Hold,Recovery,Isolation,Beginner,
Single Leg Slider Hamstring Curl 2,Hamstrings,,,Pull,Bodyweight,Isolation,Beginner,
Standing Neck Side Flexions,Neck,,,Pull,Recovery,Isolation,Novice,
Slider Hamstring Curl Single Leg,Hamstrings,,,Pull,Bodyweight,Isolation,Beginner,
Standing Neck Rotations,Neck,,,Pull,Recovery,Isolation,Novice,
Bodyweight Standing Hamstring Curl,Hamstrings,,,Pull,Bodyweight,Isolation,Novice,
Slider Hamstring Curl,Hamstrings,,,Pull,Bodyweight,Isolation,Intermediate,
Standing Neck Flexions,Neck,,,Pull,Recovery,Isolation,Novice,
Bodyweight Standing Hamstring Curl Isometric,Hamstrings,,,Pull,Bodyweight,Isolation,Beginner,
Standing Neck Extensions,Neck,,,Push,Recovery,Isolation,Novice,
Slider Hamstring Curl Eccentric,Hamstrings,,,Pull,Bodyweight,Isolation,Intermediate,
Hamstring Bridge With Elevated Legs Box Unilateral,Glutes; Hamstrings,,,Push,Bodyweight,Compound,Beginner,
Hamstring Bridge With Elevated Legs Box Bilateral,Glutes; Hamstrings,,,Push,Bodyweight,Compound,Beginner,
Hamstring Bridge Isometric Open Angle,Glutes; Hamstrings,,,Hold,Bodyweight,Isolation,Beginner,
Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,Glutes,,,Hold,Recovery,Isolation,Beginner,
Glute Hip Rotator Stretch 2 Seated,Glutes,,,Hold,Recovery,Compound,Beginner,
Glute Hip Rotator Stretch 1 Seated,Glutes,,,Hold,Recovery,Compound,Beginner,
Glute Hip Rotator Stretch Supine,Glutes,,,Hold,Recovery,Isolation,Beginner,
Glute Stretch Knee Pull Dynamic Standing,Glutes,,,Pull,Recovery,Compound,Beginner,
Standing Neck Mobility Circumductions,Neck,,,Push,Recovery,Isolation,Novice,
Glute Stretch Static Unilateral,Glutes,,,Hold,Recovery,Isolation,Beginner,
Seated Median Nerve Tensioner,,,,Pull,Recovery,Isolation,Novice,
Glute Bridge Isometric Hold Single Alternate,Glutes,,,Hold,Bodyweight,Compound,Novice,
Seated Median Nerve Slider,,,,Pull,Recovery,Isolation,Novice,
Glute Bridge Eccentric Unilateral,Glutes,,,Push,Bodyweight,Compound,Novice,
Gastrocnemius Stretch Unilateral On Box,Calves; Gastrocnemius,,,Hold,Recovery,Isolation,Beginner,Gastrocnemius
Gastrocnemius Stretch Unilateral On Wall,Calves; Gastrocnemius,,,Hold,Recovery,Isolation,Beginner,Gastrocnemius
Gastrocnemius Stretch Bilateral On Box,Calves; Gastrocnemius,,,Hold,Recovery,Isolation,Beginner,Gastrocnemius
Femoral Nerve Mobilisation,Quads,,,Pull,Recovery,Isolation,Novice,
Kettlebell Single Arm Farmers Walk,Forearms; Obliques,,,Pull,Kettlebells,Compound,Novice,Obliques
Kettlebell Suitcase Deadlift,Glutes; Hamstrings; Obliques,Lower back,Forearms,Pull,Kettlebells,Compound,Intermediate,Obliques
Eversions,Feet,,,Push,Recovery,Isolation,Novice,
Elbow Extensor Mobilisation Kneeling Lacrosse Ball,Triceps,,,Hold,Recovery,Isolation,Beginner,
Elbow Extensor Isometric Seated Overhead Dumbbell,Triceps,,,Hold,Recovery,Isolation,Beginner,
Dorsal Flexion Hold,Tibialis,,,Pull,Recovery,Isolation,Novice,Tibialis
Wall Supported Dorsal Flexion,Tibialis,,,Pull,Recovery,Isolation,Novice,Tibialis
Bodyweight Alternating Forward Lunge,Glutes; Quads,,,Push,Bodyweight,Compound,Advanced,
Standing Doming,Feet,,,Pull,Recovery,Isolation,Novice,
Deadlift Bounces Stretch,Glutes; Hamstrings,Lower back,,Pull,Recovery,Compound,Beginner,
Walking Lunge,Glutes; Quads,,,Push,Bodyweight,Compound,Intermediate,
Bodyweight Deadlift,Lower back,Glutes,,Pull,Recovery,Compound,Novice,
Dead Bugs Same Side,Abdominals; Obliques,,,Push,Recovery,Compound,Beginner,Obliques
Dead Bugs Cross Lateral,Abdominals; Obliques,,,Push,Recovery,Compound,Beginner,Obliques
Lumbar Rotation 5,Lower back,,,Push,Recovery,Isolation,Beginner,
Core Stability 5 Crosslateral Limb Raise Into Knee Elbow Tuck Push Up Position,Abdominals; Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Recovery,Compound,Advanced,Anterior Deltoid
Lumbar Rotation 3,Lower back,,,Hold,Recovery,Isolation,Beginner,
Core Stability 4 Crosslateral Limb Raise Push Up Position,Abdominals; Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Recovery,Compound,Advanced,Anterior Deltoid
Core Stability 2 Opposite Shoulder Tap 4Pt Position,Biceps; Abdominals; Shoulders; Anterior Deltoid; Triceps; Obliques; Front Shoulders,,,Hold,Recovery,Compound,Beginner,Anterior Deltoid; Obliques
Lumbar Rotation 4,Lower back,,,Hold,Recovery,Isolation,Beginner,
Lumbar Rotation 2,Lower back,,,Hold,Recovery,Isolation,Beginner,
Core Stability 1 Crosslateral Limb Raise 4Pt Position,Abdominals; Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Recovery,Compound,Beginner,Anterior Deltoid
Lumbar Rotation 1,Lower back,,,Hold,Recovery,Isolation,Beginner,
Cobra Stretch 2,Lower back,,,Hold,Recovery,Isolation,Beginner,
Cobra Stretch 1,Lower back,,,Hold,Recovery,Isolation,Beginner,
Clock Taps,Glutes; Quads,,,Push,Recovery,Compound,Intermediate,
Floor Knee Pull Bilateral,Lower back,,,Pull,Recovery,Isolation,Beginner,
Lumbar Extensor Mobilisation Supine Bent Knees Peanut Tool,Lower back,,,Hold,Recovery,Isolation,Beginner,
Lower Back Extensions 4,Lower back,,,Pull,Recovery,Isolation,Beginner,
Lower Back Extensions 3,Lower back,,,Pull,Recovery,Isolation,Beginner,
Lower Back Extensions 2,Lower back,,,Pull,Recovery,Isolation,Beginner,
Partner Lower Back Extensions,Lower back,,,Pull,Recovery,Isolation,Beginner,
Laying Levator Scapulae Mobilisation Massage Ball,,,,Hold,Recovery,Isolation,Novice,
Clamshells 4 Side Lying Resisted,Glutes,,,Push,Recovery,Isolation,Intermediate,
Clamshells 3 Internal External Rotations Side Lying,Glutes,,,Push,Recovery,Isolation,Intermediate,
Clamshells 2 Side Lying,Glutes,,,Push,Recovery,Isolation,Intermediate,
Floor Incline Leg Raise,Rectus Femoris,,,Pull,Recovery,Isolation,Novice,Rectus Femoris
Clamshells 1 Side Lying,Glutes,,,Push,Recovery,Isolation,Intermediate,
Laying Chin Tucks,,,,Pull,Recovery,Isolation,Novice,
Band Seated Cervical Side Flexion,,,,Pull,Recovery,Isolation,Novice,
Leg Lowers,Abdominals; Lower Abdominals,,,Pull,Recovery,Isolation,Novice,Lower Abdominals
Band Seated Cervical Side Flexion Eccentric,,,,Pull,Recovery,Isolation,Novice,
Seated Lateral Line Stretch,Obliques,,,Hold,Recovery,Compound,Beginner,Obliques
Lat Mobilisation Floor Foam Roller,Lats,,,Hold,Recovery,Isolation,Beginner,
Band Seated Cervical Side Flexion Hold,,,,Hold,Recovery,Isolation,Novice,
Seated Cervical Side Flexion Hold,,,,Pull,Recovery,Isolation,Novice,
Seated Cervical Rotation Hold,,,,Hold,Recovery,Isolation,Novice,
Lat And Shoulder External Rotation Stretch 1 Kneeling Dowel,Lats; Shoulders; Anterior Deltoid; Posterior Deltoid; Front Shoulders; Rear Shoulders,,,Hold,Recovery,Isolation,Beginner,Anterior Deltoid; Posterior Deltoid
Laying Cervical Flexion 2,,,,Pull,Recovery,Isolation,Novice,
Laying Cervical Flexion Isometric,,,,Hold,Recovery,Isolation,Novice,
Seated Cervical Flexion Isometric,,,,Hold,Recovery,Isolation,Novice,
Lat And Lateral Line Stretch,Obliques,,,Hold,Recovery,Compound,Beginner,Obliques
Laying Cervical Extensor Mobilisation Peanut Tool,,,,Hold,Recovery,Isolation,Novice,
Seated Manual Cervical Extensor Mobilisation,,,,Hold,Recovery,Isolation,Novice,
Cervical Extension Band,,,,Push,Recovery,Isolation,Novice,
Cervical Extension Eccentric Band,,,,Push,Recovery,Isolation,Novice,
Cervical Extension Banded Hold,,,,Hold,Recovery,Isolation,Novice,
Cervical Extension Hold,,,,Hold,Recovery,Isolation,Novice,
Standing Knee Raise Hold,Rectus Femoris,,,Hold,Recovery,Isolation,Novice,Rectus Femoris
Calf Raise 3B Soleus Bias Unilateral,Calves; Soleus,,,Push,Recovery,Isolation,Beginner,Soleus
Knee Pull And Lumbar Rotation,Lower back; Glutes,Chest,,Hold,Recovery,Compound,Beginner,Chest
Calf Raise 3A Soleus Bias Bilateral,Calves; Soleus,,,Push,Recovery,Isolation,Beginner,Soleus
Knee Extension Seated Partial,Quads,,,Push,Recovery,Isolation,Beginner,
Calf Raise 2D Unilateral From Box,Calves,,,Push,Recovery,Isolation,Beginner,
Towel Knee Extension Hold,Quads,,,Push,Recovery,Isolation,Beginner,
Calf Raise 2C Eccentric Unilateral From Box,Calves,,,Push,Recovery,Isolation,Beginner,
Band Knee Extension,Quads,,,Push,Recovery,Isolation,Beginner,
Calf Raise 2B Unilateral Floor,Calves,,,Push,Recovery,Isolation,Beginner,
Calf Raise 2A Eccentric Unilateral Floor,Calves,,,Push,Recovery,Isolation,Beginner,
Calf Raise 1E Bilateral Isometric Floor,Calves,,,Hold,Recovery,Isolation,Beginner,
Jump On And Off Box,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Calf Raise 1D Bilateral From Box,Calves,,,Push,Recovery,Isolation,Beginner,
Jump Off Box Single Leg Landing,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Calf Raise 1C Bilateral Eccentric From Box,Calves,,,Push,Recovery,Isolation,Beginner,
Calf Raise 1B Bilateral Floor,Calves,,,Push,Recovery,Isolation,Beginner,
Calf Raise 1A Bilateral Eccentric Floor,Calves,,,Push,Recovery,Isolation,Beginner,
Jump Into Single Leg Landing,Glutes; Quads,,,Push,Recovery,Compound,Beginner,
Calf Mobilisation Seated Floor Roll,Calves,,,Hold,Recovery,Isolation,Beginner,
Calf Isometric On Step,Calves,,,Hold,Recovery,Isolation,Novice,
Band Seated Inversions,Feet,,,Pull,Recovery,Isolation,Novice,
Big Toe Dorsiflexion,Feet,,,Hold,Recovery,Isolation,Beginner,
Big Toe Abduction,Feet,,,Hold,Recovery,Isolation,Beginner,
Bench Lift Off Static,Lower Abdominals; Lower Traps,,,Push,Recovery,Compound,Intermediate,Lower Abdominals; Lower Traps
Single Leg Bosu Ball Balance 2,Feet,,,Hold,Recovery,Isolation,Advanced,
Standing Inversions Hold,Feet,,,Pull,Recovery,Isolation,Novice,
Bosu Ball Single Leg Balance,,,,Hold,Recovery,Isolation,Intermediate,
Intrascapular Muscle Contraction,,,,Hold,Recovery,Isolation,Novice,
Infinity Loop Standing Hip Mobility,Glutes; Rectus Femoris,,,Push,Recovery,Compound,Beginner,Rectus Femoris
Single Leg Balance 2,Feet,,,Hold,Recovery,Isolation,Intermediate,
I's Prone,Shoulders; Anterior Deltoid; Front Shoulders,,,Hold,Recovery,Isolation,Novice,Anterior Deltoid
Foam Roller Angel,,,,Hold,Recovery,Isolation,Novice,
I Into W,Lower back; Lats,,,Pull,Recovery,Compound,Beginner,
Alphabet,Feet,,,Hold,Recovery,Isolation,Novice,
Band Hip Thrust,Glutes,,,Push,Recovery,Isolation,Novice,
Adductor Stretch Seated Bilateral Static,Inner Thigh,,,Hold,Recovery,Isolation,Beginner,Inner Thigh
Hip Openers,Glutes; Shoulders; Anterior Deltoid; Posterior Deltoid; Chest; Front Shoulders; Rear Shoulders,,,Push,Recovery,Compound,Novice,Anterior Deltoid; Posterior Deltoid; Chest
Adductor Stretch Seated Bilateral Dynamic,Inner Thigh,,,Pull,Recovery,Isolation,Beginner,Inner Thigh
Adductor Stretch Dynamic Unilateral 4 Point Position,Inner Thigh,,,Pull,Recovery,Isolation,Beginner,Inner Thigh
Hip Flexor Stretch Kneeling Lunge 3,Quads; Rectus Femoris,,,Hold,Recovery,Isolation,Beginner,Rectus Femoris
Adductor Stretch Dynamic Standing Alternate,Inner Thigh,,,Pull,Recovery,Isolation,Beginner,Inner Thigh
Hip Flexor Stretch Kneeling Lunge 2,Quads,,,Hold,Recovery,Isolation,Beginner,
Adductor Raise Side Lying Short Lever,Inner Thigh,,,Hold,Recovery,Isolation,Intermediate,Inner Thigh
Adductor Raise Side Lying Long Lever,Inner Thigh,,,Hold,Recovery,Isolation,Advanced,Inner Thigh
Hip Flexor Stretch Kneeling Lunge 1,Quads; Rectus Femoris,,,Hold,Recovery,Isolation,Beginner,Rectus Femoris
Band Straight Leg Hip Flexions,Rectus Femoris,,,Push,Recovery,Isolation,Beginner,Rectus Femoris
Adductor Leg Raise Side Lying Isometric,Inner Thigh,,,Hold,Recovery,Isolation,Beginner,Inner Thigh
Adductor Leg Raise Side Lying,Inner Thigh,,,Pull,Recovery,Isolation,Beginner,Inner Thigh
Standing Mini-Band Hip Flexion,Quads; Rectus Femoris,,,Pull,Recovery,Isolation,Beginner,Rectus Femoris
Abductor Leg Raise Side Lying Isometric,Glutes; Gluteus Medius,,,Hold,Recovery,Isolation,Beginner,Gluteus Medius
Abductor Leg Raise Side Lying,Glutes; Gluteus Medius,,,Push,Recovery,Isolation,Beginner,Gluteus Medius
Treadmill Backwards Walk,Quads,,,Push,Cardio,Isolation,Beginner,
Treadmill Side Shuffle,Glutes; Gluteus Medius,,,Push,Cardio,Isolation,Beginner,Gluteus Medius
Dumbbell Preacher Curl,Biceps; Short Head Bicep,,,Pull,Dumbbells,Isolation,Novice,Short Head Bicep
EZ Bar Reverse Preacher Curl,Biceps; Short Head Bicep; Forearms; Wrist Extensors,Short Head Bicep,,Pull,Barbell,Isolation,Novice,Short Head Bicep; Wrist Extensors
EZ Bar Preacher Curl,Biceps; Short Head Bicep,,,Pull,Barbell,Isolation,Novice,Short Head Bicep
Machine Assisted Parallel Bar Dips,Chest,Triceps,Shoulders,Push,Machine,Compound,Novice,Chest
Parallel Bar Dips,Chest,Triceps,Shoulders,Push,Bodyweight,Compound,Intermediate,Chest
Machine Assisted Pull Up,Lats,Biceps,,Pull,Machine,Compound,Novice,
Machine Assisted Narrow Pull Up,Lats,Biceps,,Pull,Machine,Compound,Novice,
Machine Assisted Neutral Chin Up,Lats,Biceps,,Pull,Machine,Compound,Novice,
Machine Assisted Chin Up,Lats,Biceps,,Pull,Machine,Compound,Novice,
Machine Hip Thrust,Glutes,,,Push,Machine,Compound,Novice,
Machine Hack Squat,Glutes; Quads,,,Push,Machine,Compound,Novice,
Machine Horizontal Sissy Leg Press,Glutes; Quads,,,Push,Machine,Compound,Intermediate,
Machine Horizontal Leg Press Calf Jump,Calves; Gastrocnemius,,,Push,Machine,Isolation,Beginner,Gastrocnemius
